epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,9966.11,1.08394,0.98184,1.28098,0.74257,0.72884,0.7832,0.53887,1.11395,0.92203,1.29973,0.0001883,0.0001883,0.0001883
185,10020.9,1.09181,0.97732,1.28467,0.75781,0.70254,0.78127,0.53683,1.10806,0.92516,1.29242,0.0001784,0.0001784,0.0001784
186,10076.7,1.09837,0.98373,1.28498,0.73534,0.72141,0.78114,0.53892,1.10798,0.92651,1.29343,0.0001685,0.0001685,0.0001685
187,10131,1.10241,0.99189,1.2855,0.74554,0.71179,0.7803,0.53728,1.10492,0.92931,1.28945,0.0001586,0.0001586,0.0001586
188,10185.2,1.07552,0.96426,1.26962,0.76017,0.69948,0.78109,0.53877,1.10397,0.92744,1.28698,0.0001487,0.0001487,0.0001487
189,10239.4,1.0745,0.96644,1.26978,0.77726,0.68912,0.78329,0.53852,1.10455,0.92905,1.28808,0.0001388,0.0001388,0.0001388
190,10293.8,1.07606,0.96928,1.27234,0.76406,0.70351,0.78265,0.53739,1.10773,0.92896,1.28908,0.0001289,0.0001289,0.0001289
191,10348.3,1.04346,0.85469,1.24948,0.78168,0.67991,0.77292,0.52678,1.1332,0.95014,1.30967,0.000119,0.000119,0.000119
192,10401,1.01618,0.82768,1.23666,0.77646,0.68589,0.77297,0.52288,1.1414,0.95395,1.31379,0.0001091,0.0001091,0.0001091
193,10452.6,1.00751,0.81322,1.23115,0.76086,0.69237,0.7722,0.52293,1.13891,0.95092,1.31215,9.92e-05,9.92e-05,9.92e-05
194,10505,0.98771,0.80849,1.22335,0.76944,0.69358,0.77488,0.52735,1.13244,0.94321,1.31061,8.93e-05,8.93e-05,8.93e-05
195,10557.1,0.99037,0.79321,1.2218,0.77618,0.68394,0.775,0.52604,1.13282,0.9456,1.3121,7.94e-05,7.94e-05,7.94e-05
196,10610.7,0.98279,0.78947,1.22224,0.77985,0.68279,0.77696,0.52709,1.13299,0.94613,1.3119,6.95e-05,6.95e-05,6.95e-05
197,10664.3,0.97835,0.77604,1.20909,0.78242,0.68524,0.77851,0.52966,1.13098,0.94311,1.30996,5.96e-05,5.96e-05,5.96e-05
198,10719.6,0.98875,0.79151,1.21755,0.7755,0.69006,0.77875,0.53007,1.13076,0.93932,1.30953,4.97e-05,4.97e-05,4.97e-05
199,10775.6,0.98817,0.79797,1.22355,0.76603,0.69372,0.78082,0.5324,1.13241,0.93441,1.31026,3.98e-05,3.98e-05,3.98e-05
200,10832.4,0.98429,0.79256,1.21556,0.77833,0.68932,0.78122,0.53215,1.13247,0.93368,1.31061,2.99e-05,2.99e-05,2.99e-05
